season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary
5,19, The One Where Ross Can't Flirt ,Gail Mancuso , 22 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Lilyan Chauvin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kristin Dattilo']",8.7,3281,"As Joey's grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced."
5,20, The One with the Ride Along ,Gary Halvorson , 29 April 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'James Michael Tyler']",8.3,2924,The guys go on a ride-along with Gary. Rachel accidentally deletes a message from Emily on Ross's answering machine.
5,21, The One with the Ball ,Gary Halvorson , 6 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Antoinette Spolar', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Rapaport', 'Victoria Kelleher']",8.5,3046,"Gary asks Phoebe to move in with him but she's reluctant to and to overcome boredom, Ross and Joey start throwing a ball to each other. Rachel buys an expensive cat but it doesn't behave as she hoped it would."
5,22, The One with Joey's Big Break ,Gary Halvorson , 11 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'John Kassir', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Monks', 'John C. McDonnell', 'James Michael Tyler']",8.3,2892,"Joey drives to Las Vegas to shoot to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why."
5,23, The One in Vegas: Part 1 ,Kevin Bright (as Kevin S. Bright)    , 20 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Rick Pasqualone', 'Baillie Gerstein', 'Billy Dec', 'Joel Heyman', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Thomas Lennon', 'Todd Glass', 'Lisa Cash', 'Jeanette Miller', 'Paul Gebeau', 'James Paradise']",8.8,3322,The gang go to Las Vegas to visit Joey. Chandler is angry when he finds out Monica had lunch with Richard. Ross and Rachel try to embarrass each other after an awkward encounter.
5,24, The One in Vegas: Part 2 ,Kevin Bright (as Kevin S. Bright)    , 20 May 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jeanette Miller', 'Rojai Holloway', 'Gabi Simson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Thomas Lennon', 'Rick Pasqualone', 'Frank Novak', 'Nina Mann']",9.1,3776,Chandler and Monica reconcile and hastily decide to get married. Ross and Rachel get drunk and roam the casino. Phoebe deals with a 'lurker' on the slot machines.
6,1, The One After Vegas ,Kevin Bright (as Kevin S. Bright)    , 23 September 1999,"['Jennifer Aniston', 'Matt LeBlanc', 'David Schwimmer', 'Nina Mann', 'James Michael Tyler', 'Courteney Cox', 'Lisa Kudrow', 'Matthew Perry', 'Billy Stevenson', 'Rick Pasqualone', 'Joel Heyman']",8.7,3209,Ross and Rachel deal with the aftermath of their drunken escapade. Phoebe and Joey take a road trip back to New York in Phoebe's grandmother's cab. Monica and Chandler ponder the idea of marriage.
6,2, The One Where Ross Hugs Rachel ,Gail Mancuso , 30 September 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alex Kapp', 'Janelle Paradee', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Ron Glass', 'Tembi Locke', 'James Michael Tyler']",8.2,2915,Monica and Chandler try to tell Rachel and Joey that they're moving in together. Phoebe thinks that Ross didn't get the annulment because he still loves Rachel.
6,3, The One with Ross's Denial ,Gary Halvorson , 7 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Brooke Boisse', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",8.2,2882,Ross tries to deny he still has feelings for Rachel. Joey interviews for a new roommate. Monica and Chandler argue over what to do with the spare room when they move in together.
6,4, The One Where Joey Loses His Insurance ,Gary Halvorson , 14 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ron Glass', 'Kim Harris', 'Rick Fitts', 'Michael Naughton', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'Christopher Darga', 'Joe Everett Michaels', 'Ian Meltzer', 'Matt Bellner', 'James Michael Tyler']",8.5,3008,"Joey's health benefits lapse just as he develops a hernia. Ross is given a professorship at NYU and eager to impress his students, he puts on a fake English accent."
6,5, The One with Joey's Porsche ,Gary Halvorson , 21 October 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Charity Nicole James', 'Dennis Singletary', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Conchata Ferrell', 'Kevin Ruf', 'Shane Nickerson', 'Steve Pierce']",8.2,2936,"Ross and Rachel try to get an annulment, Joey finds the keys to a porsche in Central Perk, and Phoebe, Monica and Chandler babysit the triplets."
6,6, The One on the Last Night ,David Schwimmer , 4 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.5,2975,"On the last night before Chandler and Monica move in together, Monica and Rachel argue, and Chandler tries to give Joey money to help him pay the bills."
6,7, The One Where Phoebe Runs ,Gary Halvorson , 11 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Shannon Brown']",8.4,2992,Rachel is embarrassed by Phoebe's odd running style. Joey gets a new roommate. Chandler tries to impress Monica by cleaning the apartment but forgets how everything is supposed to look.
6,8, The One with Ross' Teeth ,Gary Halvorson , 18 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Ralph Lauren', 'Missi Pyle', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Joanna Gleason', 'Elle Macpherson', 'James Michael Tyler']",8.5,3111,Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren.
6,9, The One Where Ross Got High ,Kevin Bright , 25 November 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Christina Pickles']",9.2,4246,Ross is forced to reveal the reason why Jack and Judy don't like Chandler. Rachel tries to make dessert for the gang. Joey and Ross try to get out of Thanksgiving when they are invited to hang out with Janine and her dancer friends.
6,10, The One with the Routine ,Kevin Bright (as Kevin S. Bright)    , 16 December 1999,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Patrick Bristow', 'James Michael Tyler', 'Sybil Azur', 'Paul Sinacore', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'Lex Medlin', 'Sandra Plazinic', 'Alex Kalognomos']",8.6,3181,"On the set of ""Dick Clark's New Year's Rockin' Eve"", Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents."
6,11, The One with the Apothecary Table ,Kevin Bright (as Kevin S. Bright)    , 6 January 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elle Macpherson', 'James Michael Tyler']",8.1,2928,"Joey is caught in the middle when Janine tells him she doesn't like Monica and Chandler. Meanwhile, Rachel buys an apothecary table from a store that Phoebe hates."
6,12, The One with the Joke ,Gary Halvorson , 13 January 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'J.D. Lewis', 'Matthew Mullany', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler', 'Joeanna Sayler', 'Alex Boling']",8.1,2866,"Chandler and Ross argue over a joke. Meanwhile, Joey reluctantly takes a waiter job at Central Perk, and Monica becomes annoyed when Phoebe says she would choose Rachel over her as a girlfriend."
6,13, The One with Rachel's Sister ,Gary Halvorson , 3 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Cheryl Hines', 'Alexis Arquette', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Reese Witherspoon', 'Susan Yeagley', 'Jeff Brooks']",8.2,2991,"Rachel's younger sister arrives in New York and goes on a date with Ross. Meanwhile, Monica won't admit that she is sick."
6,14, The One Where Chandler Can't Cry ,Kevin Bright (as Kevin S. Bright)    , 10 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Douglas Looper', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Reese Witherspoon', 'Larry Joe Campbell']",8.6,3033,"Rachel tries to end the spark between Ross and Jill. When Chandler admits that he can't cry, Monica tries to make it happen. The gang discovers that Phoebe's sister, Ursula, is a porn star and is using Phoebe's name."
6,15, The One That Could Have Been ,Michael Lembeck , 17 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kristian Alfonso', 'Mitchell Whitfield', 'James Michael Tyler', 'Cacey Kirshner', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kevin Spirtas', 'Jane Sibbett', 'Pat Finn', 'Cole Sprouse']",8.5,3134,"When Rachel hears Barry and Mindy are getting divorced, the gang wonder how different their lives could have been."
6,16, The One That Could Have Been ,Michael Lembeck , 17 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jessica Hecht', 'Paul Gleason', 'James Michael Tyler', 'Lisa Avery', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jane Sibbett', 'Mitchell Whitfield', 'Pat Finn', 'Larry Cox']",8.5,3073,The gang continue to think about how different their lives could have been.
6,17, The One with Unagi ,Gary Halvorson , 24 February 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Ron Recasner', 'Shane Keller', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Louis Mandylor', 'Jill Matson-Sachoff', 'Mongo Brownlee', 'Preston James Hillier', 'Maggie Wheeler']",9.1,4234,Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.
6,18, The One Where Ross Dates a Student ,Gary Halvorson , 9 March 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Bess Meyer', 'Greg Wrangler', 'Louisa Abernathy', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alexandra Holden', 'Richard Roat', 'David Warshofsky', 'David Moreland', 'James Michael Tyler']",8.3,2905,Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.
6,19, The One with Joey's Fridge ,Ben Weiss , 23 March 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Scott Paetty', 'Josh Coxx', 'Hunter Cochran', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alexandra Holden', 'Chris Kennedy', 'Jim Bentley', 'Billy Dec']",8.3,2956,Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.
6,20, The One with Mac and C.H.E.E.S.E. ,Kevin Bright (as Kevin S. Bright)    , 13 April 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cosimo Fusco', 'Maggie Wheeler']",7.4,3135,Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.
6,21, The One Where Ross Meets Elizabeth's Dad ,Michael Lembeck , 27 April 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alexandra Holden', 'Andrew Bilgore', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'June Gable', 'Brad Koepenick', 'Brooke Boisse', 'Chad Wingerd']",8.6,3097,"Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler."
6,22, The One Where Paul's the Man ,Gary Halvorson , 4 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alexandra Holden', 'Ilia Volok', 'Susie Park', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'Merrin Dungey', 'James Michael Tyler']",9.0,3616,Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.
6,23, The One with the Ring ,Gary Halvorson , 11 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Oliver Muirhead', 'Janet S. Blake', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Bruce Willis', 'Brian Dunkleman', 'James Michael Tyler']",8.6,3012,Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.
6,24, The One with the Proposal ,Kevin Bright (as Kevin S. Bright)    , 18 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Alexandra Holden', 'John Apicella', 'Tori McPetrie', 'Jacqueline Schultz', 'Alexandra Margulies', 'Hunter Cochran', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tom Selleck', 'Steve Hytner', 'Natasha Pearce', 'Anil Raman', 'Tony Nichols', 'Steven Harad']",8.8,3104,Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad.
6,25, The One with the Proposal ,Kevin Bright (as Kevin S. Bright)    , 18 May 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tom Selleck']",9.3,4240,"Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans."
7,1, The One with Monica's Thunder ,Kevin Bright (as Kevin S. Bright)    , 12 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry']",8.4,3056,"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition."
7,2, The One with Rachel's Book ,Michael Lembeck , 12 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Christina Pickles', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Suzanne Lanza', 'Elizabeth Talbot-Adams']",8.3,2851,"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading."
7,3, The One with Phoebe's Cookies ,Gary Halvorson , 19 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'James Michael Tyler']",8.1,2840,"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack."
7,4, The One with Rachel's Assistant ,David Schwimmer , 26 October 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Michael Kagan', 'Cody Tucker', 'Renee Rogers', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Jean St. James', 'Cynthia Graham', 'Eric Rutherford', 'Andrew Bilgore']",8.1,2858,"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives""."
7,5, The One with the Engagement Picture ,Gary Halvorson , 2 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'David Sutcliffe', 'Caroline Keenan', 'Roger Eschbacher', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Julia Campbell', 'Heather Sims', 'James Michael Tyler']",8.1,2826,"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing."
7,6, The One with the Nap Partners ,Gary Halvorson , 9 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Stacy Galina', 'James Michael Tyler']",8.9,3415,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor."
7,7, The One with Ross's Library Book ,David Schwimmer , 16 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Doug Budin', 'Alexandra Margulies', 'Nicholas Thomas', 'Ben Hisoler', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kristin Davis', 'Michael D. Roberts', 'Sarah Murdoch', 'Andy Brewster', ""Jessica A. O'Sullivan"", 'Craig Rees', 'Ian Thorpe']",8.5,2896,Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the ...                    See full summary »
7,8, The One Where Chandler Doesn't Like Dogs ,Kevin Bright (as Kevin S. Bright)    , 23 November 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill']",8.2,2810,"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous."
7,9, The One with All the Candy ,David Schwimmer , 7 December 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Steve Ireland', 'Ashley Clark', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Amy Hill', 'Jonathan T. Floyd']",8.1,2789,"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike."
7,10, The One with the Holiday Armadillo ,Gary Halvorson , 14 December 2000,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Sean Corvelle', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Cole Sprouse', 'Terry Rhoads', 'Barry Wiggins']",8.5,3059,"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey."
7,11, The One with All the Cheesecakes ,Gary Halvorson , 4 January 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Lela Lee', 'Mailon Rivera', 'Robyn Donny', 'Jim Hanna', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Hank Azaria', 'Gina Belafonte', 'Darlene Kardon', 'Joe Coyle', 'Sarfraz Manzoor']",8.6,2974,Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.
7,12, The One Where They're Up All Night ,Kevin Bright (as Kevin S. Bright)    , 11 January 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jason George', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill']",8.7,3021,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night."
7,13, The One Where Rosita Dies ,Stephen Prime , 1 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Steven Rozic', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jason Alexander', 'Joyce Guy', 'Wendee Cole']",8.4,2857,Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.
7,14, The One Where They All Turn Thirty ,Ben Weiss , 8 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Eddie Cahill', 'Wayne Edward Sherwood', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Christina Pickles', 'Vanessa White']",8.6,3017,Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.
7,15, The One with Joey's New Brain ,Kevin Bright (as Kevin S. Bright)    , 15 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Eva Amurri Martino', 'George Stults', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Susan Sarandon', 'Jack Betts', 'Jeff Asch']",8.4,2939,"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play ...                    See full summary »"
7,16, The One with the Truth About London ,David Schwimmer , 22 February 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Cole Sprouse', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jane Sibbett', 'James Michael Tyler']",8.7,3002,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes."
7,17, The One with the Cheap Wedding Dress ,Kevin Bright (as Kevin S. Bright)    , 15 March 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gabrielle Union', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Andrea Bendewald', 'Kim Harris']",8.4,2797,"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can ...                    See full summary »"
7,18, The One with Joey's Award ,Gary Halvorson , 29 March 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kyle Howard', 'Troy Norton', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison Sweeney', 'Vince Vieluf', 'McKenzie Westmore', 'Kurtis Rintala']",8.4,2833,Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel ...                    See full summary »
7,19, The One with Ross and Monica's Cousin ,Gary Halvorson , 19 April 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mo Gaffney', 'Scott Adsit', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Denise Richards', 'June Gable', 'Cindy Lu']",8.7,3202,Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.
7,20, The One with Rachel's Big Kiss ,Gary Halvorson , 26 April 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Winona Ryder', 'Mike J Daugherity']",8.4,2937,Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.
7,21, The One with the Vows ,Gary Halvorson , 3 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Elliott Gould', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Christina Pickles']",7.5,2877,"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past."
7,22, The One with Chandler's Dad ,"Kevin Bright (as Kevin S. Bright), Gary Halvorson ", 10 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mark Consuelos', 'Chuck Martinez', 'Joe Everett Michaels', 'Michelle Haury', 'Kevin Alexander Stea', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Kathleen Turner', 'Troy Norton', 'Alexis Arquette', 'Stephanie Dicker', 'Jeri Slaughter', 'James Michael Tyler']",8.4,2866,Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.
7,23, The One with Monica and Chandler's Wedding: Part 1 ,Kevin Bright (as Kevin S. Bright)    , 17 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kathleen Turner', 'Morgan Fairchild', 'Mark Roberts', 'Claudia Stedelin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Gary Oldman', 'Elliott Gould', 'James Michael Tyler', 'Christina Pickles', 'Peter James Smith', 'Roger Hamilton']",8.9,3229,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines."
7,24, The One with Monica and Chandler's Wedding: Part 2 ,Kevin Bright (as Kevin S. Bright)    , 17 May 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Kathleen Turner', 'Morgan Fairchild', 'Christina Pickles', 'Peter James Smith', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Gary Oldman', 'Elliott Gould', 'Mark Roberts', 'Steve Susskind', 'Roger Hamilton']",9.2,3622,Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.
8,1, The One After I Do ,Kevin Bright (as Kevin S. Bright)    , 27 September 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Morgan Fairchild', 'Jim Piddock', 'Christina Pickles', 'Matthew Mullany', 'Steffani Brass', 'Rachel Snow', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Bonnie Somerville', 'Cole Sprouse', 'Allen Lulu', 'Dane Anthony', 'Kendall Hebert']",8.7,3051,The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.
8,2, The One with the Red Sweater ,David Schwimmer , 4 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Phil Abrams', 'Teresa Parente', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Eddie Cahill', 'Harry S. Murphy', 'Reggie Jordan', 'George Alan']",9.1,3524,"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos."
8,3, The One Where Rachel Tells... ,Sheldon Epps , 11 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Amanda Carlin', 'Evie Peck', 'Anita Dashiell', 'Laurie Okin', 'Christopher Michael', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Mike Hagerty', 'Lyn Alicia Henderson', ""John O'Brien"", 'Shane Nickerson', 'Kim Delgado']",8.7,2904,"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, ...                    See full summary »"
8,4, The One with the Videotape ,Kevin Bright (as Kevin S. Bright)    , 18 October 2001,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Lisa Thornhill']",9.3,4182,"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it."
