season,episode,title,director,release_date,all_cast,Rating,number_of_reviews,short_summary,writer,views,month,central_perk_loc,monicas_loc,chandlers_loc,ross_loc,monicas_lines,rachel_lines,ross_lines,phoebe_lines,joey_lines,chandler_lines,all_lines,num_guest_stars,common_director,epi_type,catchphrases,title_about,gunther,janice,richard,heckles,frank,estelle,ursula,part_1,rat_grouped
3,24, The One with the Ultimate Fighting Champion ,Robby Benson , 8 May 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Hong', 'Sam McMurray', ""Joe O'Connor"", 'Bruce Buffer', 'Billy Crystal', 'Robin Williams', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jon Favreau', 'Christine Taylor', 'Steve Park', 'John McCarthy', 'David Abbott', 'Andre Johnson']",8.1,3292,Monica struggles to support Pete in his goal to become the Ultimate Fighting Champion. Chandler is uneasy when his boss playfully slaps his butt. Rachel becomes jealous when Ross starts dating a woman that was introduced to him by Phoebe.,Pang-Ni Landrum & Mark Kunerth & Shana Goldberg-Meehan & Scott Silveri,23.1,5,0.26666666666666666,0.2,0.0,0.0,0.1700404858299595,0.1214574898785425,0.0728744939271255,0.1417004048582996,0.044534412955465584,0.10931174089068826,0.016194331983805668,2,other,reg,0,other,0,0,0,0,0,0,0,0,below
3,25, The One at the Beach ,Pamela Fryman , 15 May 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christine Taylor', 'Teri Garr']",8.8,3645,"While at the beach, Phoebe meets a family friend with links to her past; Ross discovers that Rachel still loves him and must decide between her and Bonnie.",Pang-Ni Landrum & Mark Kunerth & Adam Chase,28.8,5,0.15384615384615385,0.0,0.0,0.0,0.09722222222222222,0.17708333333333334,0.1527777777777778,0.16666666666666666,0.10069444444444445,0.1076388888888889,0.03125,0,other,fin,0,other,1,0,0,0,0,0,0,0,above
4,1, The One with the Jellyfish ,Shelley Jensen , 25 September 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Teri Garr', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christine Taylor', 'James Michael Tyler']",9.1,4156,"Ross chooses between Rachel and his bald-headed girlfriend Bonnie; Joey, Chandler, and Monica have a perilous encounter with a jellyfish at the beach.",Wil Calhoun,29.4,9,0.15384615384615385,0.15384615384615385,0.0,0.0,0.12322274881516587,0.17061611374407584,0.20853080568720378,0.16113744075829384,0.0995260663507109,0.10426540284360189,0.0,0,other,prem,0,other,1,0,0,0,0,0,1,0,above
4,2, The One with the Cat ,Shelley Jensen , 2 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Ken Weiler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Dan Gauthier', 'Matt Kaminsky', 'Marc Unger']",8.1,3216,Phoebe becomes convinced that the spirit of her dead mother is inside a cat. Chandler and Joey are robbed. Monica goes on a date with a guy from her high school.,Jill Condon & Amy Toomin,25.5,10,0.2,0.26666666666666666,0.4,0.0,0.17699115044247787,0.1902654867256637,0.1504424778761062,0.11061946902654868,0.12389380530973451,0.12389380530973451,0.01327433628318584,0,other,reg,0,other,1,0,0,0,0,0,0,0,below
4,3, The One with the 'Cuffs ,Peter Bonerz , 9 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Penn Jillette', 'Christina Pickles', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison La Placa', 'Laura Dean']",8.5,3236,Monica tries to avoid criticism when she caters a party for her mother. Chandler ends up half naked and handcuffed to a chair in Rachel's boss's office. Joey tries to get educated from a salesman trying to sell him a set of encyclopedias.,Seth Kurland,24.0,10,0.0625,0.0625,0.3125,0.0,0.15019762845849802,0.17391304347826086,0.019762845849802372,0.08695652173913043,0.09881422924901186,0.233201581027668,0.007905138339920948,0,Peter Bonerz,reg,1,other,0,0,0,0,0,0,0,0,av
4,4, The One with the Ballroom Dancing ,Gail Mancuso , 16 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Mike Hagerty', 'E.J. Callahan', 'Christopher Carroll', 'Hope Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Jason Brooks', 'Rhoda Gemignani', 'Brien Perry', 'Amber Smith', 'Cheryl Francis Harrington']",8.2,3166,Joey is forced to help Treeger learn how to dance after he threatens to have Monica and Rachel evicted. Phoebe develops a crush on one of her clients. Ross tries to help Chandler quit the gym.,Ted Cohen & Andrew Reich,24.3,10,0.06666666666666667,0.3333333333333333,0.0,0.0,0.1087866108786611,0.12133891213389121,0.0794979079497908,0.1297071129707113,0.200836820083682,0.1087866108786611,0.0041841004184100415,0,Gail Mancuso,reg,0,other,0,0,0,0,0,0,0,0,below
4,5, The One with Joey's New Girlfriend ,Gail Mancuso , 30 October 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Laura Interval', ""Brian 'Fish' Smith"", 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster', 'James Michael Tyler', 'Shannon Frank']",8.4,3201,Chandler develops feelings for Joey's new girlfriend. Ross and Rachel try to make each other jealous with their dates. Phoebe's cold gives her a sexy singing voice.,Gregory S. Malins & Michael Curtis,24.4,10,0.3125,0.3125,0.1875,0.0,0.1308016877637131,0.11814345991561181,0.12236286919831224,0.10970464135021098,0.08438818565400844,0.22362869198312235,0.012658227848101266,0,Gail Mancuso,reg,0,['joey'],1,0,0,0,0,0,0,0,av
4,6, The One with the Dirty Girl ,Shelley Jensen , 6 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Rebecca Romijn', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster', 'Gretchen Wyler', 'Shelly Markham']",8.5,3279,Ross's new girlfriend is nearly perfect until he discovers her apartment is very dirty. Chandler buys a better birthday present for Kathy than Joey. Phoebe helps Monica cater an event. Rachel is obsessed at finishing a crossword puzzle by herself.,Shana Goldberg-Meehan & Scott Silveri,25.7,11,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.13306451612903225,0.10080645161290322,0.11290322580645161,0.13709677419354838,0.1532258064516129,0.18951612903225806,0.008064516129032258,1,other,reg,0,other,1,0,0,0,0,0,0,0,av
4,7, The One Where Chandler Crosses the Line ,Kevin Bright (as Kevin S. Bright)    , 13 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Paget Brewster']",8.7,3334,Chandler is guilt-ridden after kissing Kathy. Ross starts playing the keyboard again and everyone except Phoebe thinks he's terrible. Joey dates someone else while still attached to Kathy.,Adam Chase,26.4,11,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.0,0.06751054852320675,0.04219409282700422,0.11392405063291139,0.09282700421940929,0.20253164556962025,0.3628691983122363,0.004219409282700422,0,Kevin Bright,reg,0,"['ross', 'chandler']",1,0,0,0,0,0,0,0,above
4,8, The One with Chandler in a Box ,Peter Bonerz , 20 November 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paget Brewster', 'Marcy Goldman', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Vartan', 'James Michael Tyler']",9.1,4185,Chandler tries to earn Joey's forgiveness by lying in a wooden box for six hours. Monica accidentally gets ice in her eye and her doctor turns out to be Richard's son and it's discovered Rachel exchanges the gifts she received in the past.,Michael Borkow,26.8,11,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.0,0.17843866171003717,0.10780669144981413,0.12639405204460966,0.08921933085501858,0.17472118959107807,0.16356877323420074,0.0,0,Peter Bonerz,reg,0,['chandler'],1,0,0,0,0,0,0,0,above
4,9, The One Where They're Going to Party! ,Peter Bonerz , 11 December 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Taylor Negron', 'Jennifer Rhodes', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Alison La Placa', 'Richard Fancy', 'Laura Dean']",7.9,3085,Monica ends up having to choose between a head chef position or the catering business she started with Phoebe. Rachel is close to getting a promotion but tragedy strikes. Chandler and Ross are excited when an old friend is coming to town.,Ted Cohen & Andrew Reich,23.9,12,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.0,0.1685823754789272,0.16475095785440613,0.13409961685823754,0.13793103448275862,0.10727969348659004,0.09195402298850575,0.0038314176245210726,0,Peter Bonerz,reg,0,other,1,0,0,0,0,0,0,0,below
4,10, The One with the Girl from Poughkeepsie ,Gary Halvorson , 18 December 1997,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Micheal DiMaggio', 'Amy Smallman', 'Vic Helford', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Fred Stoller', 'Jamie Kaler', 'Shannon Maureen Brown', 'Yasemin Baytok']",8.1,3062,"In order for her kitchen staff to acknowledge her authority, Monica hires Joey so she can fire him in front of them. Chandler unsuccessfully tries to set Rachel up with a co-worker. Ross can't choose between two girls.",Scott Silveri,23.2,12,0.3125,0.0625,0.125,0.0,0.16216216216216217,0.13963963963963963,0.08558558558558559,0.12162162162162163,0.13513513513513514,0.22522522522522523,0.009009009009009009,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
4,11, The One with Phoebe's Uterus ,David Steinberg , 8 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Giovanni Ribisi', 'Paget Brewster', 'Sherri Shepherd', 'Jack Ong', 'Chip Chinery', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Teri Garr', 'Debra Jo Rupp', 'James Michael Tyler', 'Miles Marsico', 'Jim Bentley']",8.5,3253,Newlyweds Frank and Alice ask Phoebe to be their surrogate. Joey gets a job as a tour guide at Ross's museum. Chandler asks Monica and Rachel for advice on how to sexually satisfy Kathy.,Seth Kurland,23.7,1,0.2727272727272727,0.36363636363636365,0.0,0.0,0.15023474178403756,0.107981220657277,0.0892018779342723,0.18309859154929578,0.09389671361502347,0.1267605633802817,0.014084507042253521,0,other,reg,1,['phoebe'],1,0,0,0,1,0,0,0,av
4,12, The One with the Embryos ,Kevin Bright (as Kevin S. Bright)    , 15 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Debra Jo Rupp', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Cindy Katz']",9.5,6089,"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher.",Jill Condon & Amy Toomin,27.1,1,0.0,0.7,0.1,0.0,0.1870748299319728,0.17346938775510204,0.16326530612244897,0.09523809523809523,0.14625850340136054,0.14965986394557823,0.017006802721088437,0,Kevin Bright,reg,0,other,0,0,0,0,1,0,0,0,above
4,13, The One with Rachel's Crush ,Dana De Vally Piazza (as Dana J. deVally)    , 29 January 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Paget Brewster', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Paxton Whitehead', 'Craig Strong']",8.2,3043,"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'.",Shana Goldberg-Meehan,25.3,1,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.11363636363636363,0.1856060606060606,0.14393939393939395,0.12121212121212122,0.13257575757575757,0.14015151515151514,0.007575757575757576,0,other,reg,0,['rachel'],1,0,0,0,0,0,0,0,below
4,14, The One with Joey's Dirty Day ,Peter Bonerz , 5 February 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Carlos Lacamara', 'Charlton Heston', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Paxton Whitehead', 'Rocky McMurray', 'James Michael Tyler']",8.2,3064,"Joey arrives on the set of his latest movie unwashed, after a three-day fishing trip with his dad. Rachel sets up Ross with the niece of her boss. Chandler goes through three phrases to help recover from Kathy cheating on him.",Wil Calhoun,25.1,2,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.0,0.16095890410958905,0.2191780821917808,0.08561643835616438,0.1232876712328767,0.11986301369863013,0.13356164383561644,0.00684931506849315,0,Peter Bonerz,reg,0,['joey'],1,0,0,0,0,0,0,0,below
4,15, The One with All the Rugby ,James Burrows , 26 February 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Maggie Wheeler', 'Adamo Palladino', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Mark McCullough Thomas', 'Robin McDonald', 'James Michael Tyler']",8.5,3215,"Chandler runs into Janice, and finds her more irritating than ever and creates an elaborate plan to break up with her, meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over a electric lighting switch.",Ted Cohen & Andrew Reich & Wil Calhoun,24.4,2,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.08906882591093117,0.10526315789473684,0.1700404858299595,0.06882591093117409,0.10526315789473684,0.16194331983805668,0.004048582995951417,0,James Burrows,reg,1,other,1,1,0,0,0,0,0,0,av
4,16, The One with the Fake Party ,Michael Lembeck , 19 March 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'James Michael Tyler']",8.2,3098,Rachel organizes a fake good bye party for Emily so she can spend time with Joshua. A side effect from her pregnancy causes Phoebe to have a craving for meat.,Alicia Sky Varinaitis & Scott Silveri & Shana Goldberg-Meehan,23.1,3,0.14285714285714285,0.5714285714285714,0.0,0.0,0.05078125,0.296875,0.109375,0.09375,0.14453125,0.07421875,0.0390625,0,Michael Lembeck,reg,0,other,1,0,0,0,0,0,0,0,below
4,17, The One with the Free Porn ,Michael Lembeck , 26 March 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Helen Baxendale', 'Mike Hagerty', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Debra Jo Rupp', 'Shirley Jordan', 'Nick East']",8.6,3246,Chandler and Joey discover that they're getting a free porn channel on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets a shock when she visits her OB-GYN.,Mark Kunerth & Richard Goodman,23.2,3,0.07692307692307693,0.46153846153846156,0.23076923076923078,0.0,0.171875,0.0859375,0.16796875,0.140625,0.11328125,0.140625,0.0,0,Michael Lembeck,reg,0,other,1,0,0,0,1,0,0,0,av
4,18, The One with Rachel's New Dress ,Gail Mancuso , 2 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jane Sibbett', 'Jessica Hecht', 'John Bennett Perry', 'Charles Thomas Allen', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Helen Baxendale', 'Debra Jo Rupp', 'Pat Crowley', 'John Christopher Allen']",8.3,3044,Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.,Andrew Reich & Ted Cohen & Jill Condon & Amy Toomin,21.7,4,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.0,0.043824701195219126,0.1553784860557769,0.15139442231075698,0.1394422310756972,0.09561752988047809,0.13147410358565736,0.0,0,Gail Mancuso,reg,0,['rachel'],0,0,0,0,0,0,0,0,av
4,19, The One with All the Haste ,Kevin Bright (as Kevin S. Bright)    , 9 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Michal Connor']",8.7,3207,Ross proposes to Emily. Monica and Rachel try to win their apartment back from Chandler and Joey.,Scott Silveri & Wil Calhoun,21.8,4,0.125,0.25,0.0,0.0,0.10989010989010989,0.10622710622710622,0.16117216117216118,0.09523809523809523,0.18681318681318682,0.19413919413919414,0.0,0,Kevin Bright,reg,0,other,1,0,0,0,0,0,0,0,above
4,20, The One with All the Wedding Dresses ,Gail Mancuso , 16 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Anne Betancourt', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Tate Donovan', 'Christina Moore', 'Thea Mann']",8.5,3149,"Monica tries on Emily's wedding dress, and can't stop wearing it. Jealous of Ross's proposal to Emily, Rachel tries to talk Joshua into marriage. Chandler takes Joey to a sleep clinic when he starts snoring.",Adam Chase & Gregory S. Malins & Michael Curtis,21.9,4,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.0,0.17829457364341086,0.21705426356589147,0.15891472868217055,0.13953488372093023,0.08139534883720931,0.12790697674418605,0.0,0,Gail Mancuso,reg,0,other,1,0,0,0,0,0,0,0,av
4,21, The One with the Invitation ,Peter Bonerz , 23 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Elliott Gould']",7.2,3404,"As Ross and Emily send out wedding invitations, he and Rachel each look back on their relationship together while Joey and Chandler look for a purpose in life.",Seth Kurland,21.5,4,0.20689655172413793,0.4482758620689655,0.034482758620689655,0.034482758620689655,0.068,0.284,0.28,0.044,0.108,0.116,0.008,0,Peter Bonerz,reg,1,other,1,0,0,0,0,0,0,0,below
4,22, The One with the Worst Best Man Ever ,Peter Bonerz , 30 April 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Robert M. Koch', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Lisa Rotondi', 'Cynthia Mann']",8.5,3092,"at first Ross chooses Joey to be his best man but after a mishap at his bachelor party, he decides he wants both Joey and Chandler as his best men. Phoebe's mood swings makes Monica and Rachel nervous.",Seth Kurland & Gregory S. Malins & Michael Curtis,23.2,4,0.1875,0.3125,0.3125,0.0,0.12941176470588237,0.12549019607843137,0.1568627450980392,0.13333333333333333,0.25882352941176473,0.12549019607843137,0.00392156862745098,0,Peter Bonerz,reg,0,other,1,0,0,0,0,0,0,0,av
4,23, The One with Ross's Wedding ,Kevin Bright (as Kevin S. Bright)    , 7 May 1998,"[""'Courteney Cox'"", "" 'Matt LeBlanc'"", "" 'David Schwimmer'"", "" 'Helen Baxendale'"", "" 'Jennifer Aniston'"", "" 'Lisa Kudrow'"", "" 'Matthew Perry'"", "" 'Sarah Ferguson'"", "" 'Richard Branson'"", "" 'Hugh Laurie'"", "" 'June Whitfield'"", "" 'Jane Carr'"", "" 'Daniel Caltagirone'"", "" 'Peter Eyre'"", "" 'Greg Malins'"", "" 'Elliott Gould'"", "" 'Tom Conti'"", "" 'Jennifer Saunders'"", "" 'Olivia Williams'"", "" 'Christina Pickles'"", "" 'Heathcote Williams'"", "" 'Shelly Desai'""]",8.978788275320596,3821,"Phoebe tries to help Rachel deal with her feelings for Ross as the rest of the gang head to London for Ross and Emily's wedding, while someone else unexpectedly shows up to the wedding. Phoebe tries to warn the gang that Rachel is coming to London to tell Ross she still loves him. Ross and Emily's parents get into an argument over the bill for the wedding. Monica and Chandler sleep together. The wedding ends with a gaffe.",Michael BorkowJill Condon & Amy Toomin & Shana Goldberg-Meehan & Scott Silveri,31.6,5,0.0,0.16666666666666666,0.1,0.0,0.10245901639344263,0.12295081967213115,0.13114754098360656,0.15778688524590165,0.14344262295081966,0.10860655737704918,0.0,3,Kevin Bright,fin,0,['ross'],0,0,0,0,0,0,0,1,above
5,1, The One After Ross Says Rachel ,Kevin Bright (as Kevin S. Bright)    , 24 September 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Tom Conti', 'Helen Baxendale', 'Peter Eyre', 'Sarah Ferguson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Elliott Gould', 'Jennifer Saunders', 'Christina Pickles', 'Jane Carr', 'Olivia Williams']",8.9,3651,"A humiliated Emily runs away after Ross says Rachel's name at the altar. Meanwhile, Chandler and Monica struggle to get time alone together.",Seth Kurland,31.1,9,0.0,0.09090909090909091,0.0,0.0,0.16475095785440613,0.1724137931034483,0.210727969348659,0.04597701149425287,0.0842911877394636,0.18773946360153257,0.0,1,Kevin Bright,prem,0,"['rachel', 'ross']",0,0,0,0,0,0,0,0,above
5,2, The One with All the Kissing ,Gary Halvorson , 1 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Zen Gesner', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'James Michael Tyler']",9.0,3716,Chandler must constantly kiss the girls to cover up a kiss he gave to Monica to hide their affair. Phoebe gets irritated when the gang constantly talk about London. Rachel puts Monica in charge of her love life. Ross tries to contact Emily.,Wil Calhoun,25.4,10,0.25,0.3333333333333333,0.08333333333333333,0.0,0.20081967213114754,0.25,0.16393442622950818,0.09836065573770492,0.11885245901639344,0.11885245901639344,0.02459016393442623,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,above
5,3, The One Hundredth ,Kevin Bright (as Kevin S. Bright)    , 8 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Sam Anderson', 'Patrick Fabian', 'T.J. Thyne', 'Heidi Beck', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Giovanni Ribisi', 'Debra Jo Rupp', 'Iqbal Theba', 'Brenda Isaacs Booth', 'Rodney Sherwood']",8.8,3367,"The gang take Phoebe to the hospital after she goes into labor. Monica threatens to go on a date with a male nurse after Chandler claims they are ""just goofing around."" Joey gets treated for kidney stones.",David Crane & Marta Kauffman,26.8,10,0.0,0.0,0.10526315789473684,0.0,0.10317460317460317,0.13095238095238096,0.06349206349206349,0.20634920634920634,0.09523809523809523,0.11904761904761904,0.007936507936507936,1,Kevin Bright,reg,0,other,0,0,0,0,1,0,0,0,above
5,4, The One Where Phoebe Hates PBS ,Shelley Jensen , 18 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Gary Collins', 'John R. McLaughlin', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'Sandra Thigpen', 'James Michael Tyler']",8.3,3028,Ross finally gets in touch with Emily and they try to work it out. Chandler gloats after Rachel reveals that Monica's secret boyfriend is the best sex she ever had. Phoebe and Joey debate if a selfless good deed exists.,Michael Curtis,24.1,10,0.1875,0.375,0.0625,0.1875,0.1935483870967742,0.08294930875576037,0.16589861751152074,0.1336405529953917,0.16129032258064516,0.14285714285714285,0.004608294930875576,0,other,reg,0,['phoebe'],1,0,0,0,0,0,0,0,av
5,5, The One with the Kips ,Dana De Vally Piazza (as Dana deVally)    , 29 October 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Christopher Liam Moore', 'James Michael Tyler']",8.8,3247,Chandler and Monica go away for the weekend but spend the entire time fighting. Ross tries to tell Rachel about his agreement with Emily.,Scott Silveri,25.9,10,0.2,0.5333333333333333,0.2,0.0,0.22745098039215686,0.1607843137254902,0.13725490196078433,0.07058823529411765,0.1607843137254902,0.23137254901960785,0.0,0,other,reg,0,other,1,0,0,0,0,0,0,0,above
5,6, The One with the Yeti ,Gary Halvorson , 5 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Helen Baxendale', 'George Newbern']",8.1,3036,The gang become frustrated with Emily's demands to Ross. Monica and Rachel mistake their new neighbor for a yeti. Phoebe receives a fur coat as a family heirloom from her mother.,Alexa Junge,25.0,11,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.1572052401746725,0.1615720524017467,0.16593886462882096,0.1222707423580786,0.17467248908296942,0.08296943231441048,0.013100436681222707,0,Gary Halvorson,reg,0,other,1,0,0,0,0,0,0,0,below
5,7, The One Where Ross Moves In ,Gary Halvorson , 12 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'James Michael Tyler', 'Doug Benson', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Gregory Sporleder', 'George Newbern']",8.4,3058,Ross moves in with Chandler and Joey after Emily's cousin kicks him out of his apartment. Phoebe dates a health inspector. Rachel plays hard-to-get with Danny.,Gigi McCreery & Perry Rein,24.4,11,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.12639405204460966,0.12267657992565056,0.11524163568773234,0.08921933085501858,0.20074349442379183,0.17472118959107807,0.0,1,Gary Halvorson,reg,0,['ross'],1,0,0,0,0,0,0,0,av
5,8, The One with All the Thanksgivings ,Kevin Bright , 19 November 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Michael Winters', 'Elliott Gould', 'Douglas Looper', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Morgan Fairchild', 'Christina Pickles', 'Alec Mapa', 'Joshua Duvall Preston', 'John Luder']",9.2,4310,The gang remember and share with each other their worst Thanksgivings.,Gregory S. Malins,23.9,11,0.0,0.47058823529411764,0.0,0.11764705882352941,0.2550607287449393,0.13360323886639677,0.10931174089068826,0.09716599190283401,0.08097165991902834,0.1862348178137652,0.012145748987854251,0,Kevin Bright,reg,0,other,0,0,0,0,0,0,0,0,above
5,9, The One with Ross's Sandwich ,Gary Halvorson , 10 December 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Scott Mosenson', 'Alexia Roberts', 'James Michael Tyler', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'Michael Ensign', 'Jennette Robbins', 'Johan-Carl Nowack']",9.1,3954,Joey finds himself constantly covering for Chandler and Monica's affair. Ross becomes angry when someone at work eats his sandwich. Phoebe and Rachel enroll in a literature class.,Ted Cohen & Andrew Reich,23.0,12,0.2,0.4,0.0,0.26666666666666666,0.12605042016806722,0.15966386554621848,0.15966386554621848,0.15546218487394958,0.15546218487394958,0.11764705882352941,0.008403361344537815,0,Gary Halvorson,reg,1,['ross'],1,0,0,0,0,0,0,0,above
5,10, The One with the Inappropriate Sister ,Dana De Vally Piazza , 17 December 1998,"['Courteney Cox', 'Matt LeBlanc', 'David Schwimmer', 'Julie Lauren', 'Tom Bailey', 'Robyn Pedretti', 'Jennifer Aniston', 'Lisa Kudrow', 'Matthew Perry', 'June Gable', 'George Newbern', 'Lee Arenberg', 'James Michael Tyler']",8.2,3009,A bored Ross wreaks havoc in Chandler and Joey's lives. Rachel is uncomfortable with Danny's unusually close relationship with his sister. Phoebe runs into trouble whilst collecting donations for the poor during Christmas.,Shana Goldberg-Meehan,23.7,12,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.3684210526315789,0.11877394636015326,0.11494252873563218,0.14942528735632185,0.11877394636015326,0.19923371647509577,0.13409961685823754,0.007662835249042145,0,other,reg,0,other,1,0,0,0,0,1,0,0,below
