season,episode,scene,quote_index,character,line,extra
6,9,7,85,mr geller,": no! thank you! monica, and ross! i don’t know what i’m gonna do about the two of you!",[hugs chandler]
6,9,8,3,mrs geller,: well we left ours in monica’s bedroom.,[pointing to herself and jack]
6,10,2,11,janine,hey guys!,
6,10,2,13,janine,i just got a call to be a dancer on a television special for new year’s eve. it’s called some sort of dick’n rock’n dickie eve.,
6,10,2,15,janine,"yeah, that’s what i said.",
6,10,2,18,janine,well i’m gonna be on it this year. i’m gonna be one of the party people.,
6,10,2,20,janine,well they said i should bring someone. do you wanna be my dance partner?,[to joey]
6,10,2,22,janine,well actually they’re taping tomorrow. i don’t really understand why.,
6,10,2,24,janine,"yeah well, do you guys wanna come too?",
6,10,2,29,janine,thanks. great so we can all go together! i gotta run. catch you later!,[to monica and ross] [janine leaves]
6,10,3,3,director,"ok, everyone gather up. monica and",[monica and ross push to the front]
6,10,3,5,director,"here’s what’s gonna happen. the music’s gonna start, you’re gonna dance, we’re gonna tape, you don’t look at the camera. any questions?",
6,10,3,7,director,"uh, yeah. now you guys dance over there, you guys over there, and i want you two right around here, and everyone else spread out.",
6,10,5,6,girl,we learned how to dance.,
6,10,5,9,janine,hey! you’re a good dancer!,
6,10,5,11,janine,"yeah, well you’d be better if you just loosened your hips a little.",
6,10,5,13,janine,like this.,[she pulls joey towards her and dances really close to him.]
6,10,5,14,janine,"that’s it, feel the rhythm. that’s better.",
6,10,5,16,director,"okay, you’re dancing with that girl over there.",[to joey]
6,10,5,18,director,"i don’t see it. you are dancing with the tall guy over there. tall guy, raise your hand!",[to janine] [he does. janine goes over to him.]
6,10,5,20,director,"really, y’think so? i don’t.. commercial break","[he leaves, and this girl grabs joey and starts dancing really wild.]"
6,10,7,4,director,"okay, everybody hold!",[ross and monica high-five]
6,10,7,5,director,next on the platforms are… …you two! and… …you two!,"[he points to the right of ross and monica, so they dance over to where he’s pointing to. he points away from them] [he points the other way, and ross and monica follow his arm. again he points away.]"
6,10,8,1,tall guy,"she’s nice, huh? to think i almost brought my wife to this!",
6,10,8,3,tall guy,no i don’t think so.,
6,10,8,5,tall guy,"look, are you dating this girl you came with?",
6,10,8,7,tall guy,"no, no. she’s fair game if you ask me, sorry buddy!",
6,10,8,9,tall guy,"god! what are you, in second grade?",
6,10,9,11,director,oh no! you get up there and do that again exactly like that!,
6,10,9,13,director,"make sure you get this, they’re gonna want it for the bloopers show. alright cut! listen up everyone, when we start again it’s gonna be the countdown to new years, so i wanna see everybody’s excitement.",[to cameraman] [to everyone] [cut to joey and janine]
6,10,9,14,tall guy,"hey, pal, you have about three seconds to get away from my partner.",
6,10,9,15,director,what’s going on over here?,
6,10,9,17,director,what’s the matter with you? get out of here!,
6,10,9,25,director,alright we’re back! ten seconds left here we go! ten! nine! eight! seven!,[he continues to count as we hear joey think]
6,10,9,28,director,cut!,
6,10,9,30,director,"okay, here’s where we go to the live shot of times square, nice work everyone that’s a wrap!",
6,10,11,1,janine,joey.,
6,10,11,3,janine,"3, 2, 1. happy new year.",[she takes his hands] [she kisses him]
6,10,11,5,janine,"well, i don’t know tonight when they yelled cut and we didn’t get to kiss, i was really, really, disappointed, and i just, really wanted to kiss you",
6,10,11,7,janine,"in the moment, yeah.",
6,10,11,9,janine,"sure, new year’s eve is only two weeks away. can you wait?",
6,10,11,11,janine,me neither.,
6,10,11,13,janine,"joey, you don’t have to count down every time we kiss.",
6,11,2,0,janine,i gotta go.,
6,11,2,2,janine,i’m gonna be really late for dance class!,
6,11,2,4,janine,"okay, now i’m really late.",[gets up.]
6,11,2,6,janine,bye.,[to monica and rachel]
6,11,3,3,janine,"i had so much fun tonight, and what a great restaurant.",
6,11,3,7,janine,oh that would be great!,
6,11,3,14,janine,can’t wait!,[they each go into their respective apartments.] [cut to joey and janine’s.]
6,11,3,15,janine,how are we gonna get out of that one?,
6,11,3,17,janine,i can’t handle two nights in a row with them.,
6,11,3,19,janine,"i don’t know, they’re just a little blah!",
6,11,3,21,janine,"well y’know, he’s blah, she’s just—she’s very loud for such a small person.",
6,11,3,23,janine,"no! of course we can still hang out with them. just y’know, not two nights in a row. okay?",
6,11,3,25,janine,thank you.,[they kiss.]
6,11,6,9,janine,monica! chandler! i’m really-really sorry about tonight. i don’t know if joey told you; i just couldn’t get out of going to this play. i’m sorry. have a great time.,[entering from her room]
6,11,6,11,janine,bye.,[exits]
6,11,12,1,janine,"well i did. i really did. and you guys, i’ve got to say, i’m sorry if i was a little weird after the last time we went out. i guess i was just nervous or something.",
6,11,12,4,janine,so we can go out again?,
6,11,12,7,janine,oh good.,
6,11,12,11,janine,we have got to move!,
6,11,12,14,janine,"y’know, i know you’re talking, but all i hear is, ""blah. blah. blah-blah-blah.""",
6,11,12,20,janine,"they said stuff to me too, y’know!",
6,11,12,22,janine,"okay. okay. would, would it help if i went over and apologized?",
6,11,12,25,janine,i was just coming over here to apologize for my behavior! i’d really like it if we could be friends.,
6,11,12,27,janine,great.,
6,11,12,29,janine,me too.,
6,11,12,31,janine,i’ll see you.,
6,11,12,33,janine,or i’ll hear you.,[muttering to herself]
6,11,12,35,janine,wait!,"[janine pauses, then runs down the stairs.]"
6,12,4,16,gunther,here you go.,[handing joey the bill]
6,12,4,18,gunther,"well, if you want, you can work here.",
6,12,4,20,gunther,"okay, but the money’s good, plus you get to stare at rachel as much as you want.",
6,12,4,22,gunther,flexible hours.,
6,12,7,1,gunther,"yeah, that-that chandler cracks me up.","[ross begins to say something, realizes what gunther just said, turns, and glares at chandler. chandler just shrugs it off.]"
6,12,7,8,woman,i’d love an ice water.,
6,12,7,14,gunther,don’t wink at me. and put on your apron.,
6,12,7,18,customer,"hey, waiter.",
6,12,10,1,gunther,"no, i’m leaving to get my hair dyed.",
6,12,10,3,gunther,that’s the whole part?,
6,12,10,5,gunther,"okay, i’ll see you in an hour.",
6,12,10,7,patron,"oh, excuse me.",
6,12,10,9,patron,i believed you were saving this seat for someone.,
6,12,10,11,patron,for what?,
6,12,10,13,customers,huh? what?,
6,12,12,24,gunther,okay.,
6,12,12,26,gunther,he can have his job back.,
6,13,1,2,woman,hi!,
6,13,1,4,woman,how much do i owe you for the muffin and the latte?,
6,13,1,6,woman,"oh great! well, tell him thanks. and since uh, joey seems like such a nice guy, maybe we could go on a date sometime?",
6,13,2,17,woman,"hi, is rachel here? i’m her sister.",
6,13,2,19,jill,"oh my god, rachel!",[they run and hug each other.]
6,13,2,22,jill,hi!,
6,13,2,29,jill,daddy cut me off.,[to rachel]
6,13,2,31,jill,"and y’know what i said to him? ""i’m gonna hire a lawyer and i’m gonna sue you and take all your money. then i’m gonna cut you off!""",
6,13,2,33,jill,that he wouldn’t pay for my lawyer! then he told me to come here and learn about the value of money from the one daughter he’s actually proud off.,
6,13,2,37,jill,"okay, i bought a boat.",
6,13,2,39,jill,"yeah but it wasn’t for me, it was for a friend.",
6,13,2,43,jill,"oh, that’s so great! okay, i’m really gonna do this! i don’t know how to thank you guys.",
6,13,3,1,customer,yes.,
6,13,3,3,gunther,"okay, here are the tips for this morning. jen gets 50, 50 for me, and joey owes eight dollars.",
6,13,3,5,gunther,for all the free food you gave away.,
6,13,3,7,gunther,we don’t give anything away unless it’s someone’s birthday.,
6,13,3,9,gunther,no!,
6,13,3,11,jill,i just had the hardest day. those bags are so heavy.,"[entering, carrying a bunch of shopping bags] [sets them down.]"
6,13,3,13,jill,"oh please, i memorized those numbers when i was 15. but look at all the cool make-it-on-my-own stuff i got! this is my ""please, hire me"" sweater. and these are my, ""don’t you want to rent me this apartment?"" pants.",[holds up a red sweater] [holds up a pair of black pants]
6,13,3,15,jill,"oh, mr. scientist has to get all technical!",
6,13,3,17,jill,so who made her queen of the world?,
6,13,3,20,jill,hey!,
6,13,3,22,jill,no! they did! phoebe and,[points to phoebe and ross]
6,13,3,41,jill,"i’m sorry rachel, i’m sorry…",[covers her eyes and starts crying]
6,13,3,43,jill,"right! but, i am sorry.",
6,13,3,45,jill,she took all my stuff.,
6,13,3,47,jill,"that’s the best one! oh my god, thank you so much!",[gasps] [hugs him]
6,13,3,49,jill,"oh my gosh, that was so lame. like a pajmena could be a rug!",
6,13,3,51,jill,shut up! i did not sound like that at all!,[hits him]
6,13,3,53,jill,were you this cute in high school?,
6,13,3,55,jill,no you stop!,
6,13,3,57,jill,you stop!,
6,13,6,1,woman,what do you mean? yesterday you said i was too pretty to pay for stuff!,
6,13,6,3,woman,amy!,
6,13,6,5,a male customer,"hey, that’s weird, today’s my birthday too!",
6,13,6,7,jill,"sorry i’m late, what’s up?",[entering]
6,13,6,9,jill,oh no! but i just walked past three sales and i didn’t go in. how strong am i?,
6,13,6,11,jill,yeah.,
6,13,6,13,jill,me go out with ross?! no! god no! what would make you think that?,
6,13,6,15,jill,no! i mean he’s nice.,
6,13,6,17,jill,"he’s the kind of guy you’re friends with, y’know? but he’s not the kind of guy you date. he’s the kind of guy you’d date because you did. me, not so much.",
6,13,6,19,jill,"oh no-no-no, he’s just i don’t know, he’s just a little bookish.",
6,13,6,21,jill,you think so too?,
6,13,6,23,jill,"fine, then let’s just say he’s not my type.",
6,13,6,25,jill,"well okay, if it means that much to you, then i’ll ask him out.",
6,13,6,27,jill,"no! y’know what rachel? you’re right, y’know he has been really nice to me.",
6,13,6,29,jill,"yeah but maybe that’s a good thing. y’know i’m doing all these different sorts of things, and maybe i should try dating a geek too!",
6,13,6,31,jill,what?,
6,13,8,1,gunther,you’re paying for that.,
6,13,8,3,gunther,you’ve sung happy birthday to 20 different women today!,
6,13,8,5,gunther,you are no longer authorized to distribute birthday muffins.,
6,13,10,0,jill,hi!,[entering]
6,13,10,2,jill,"this is where ross and i are meeting for our date. so, what do you think?",[she spins to show rachel the outfit she’s wearing.]
6,13,10,4,jill,really?!,
6,13,10,6,jill,it’s yours!,
6,13,10,8,jill,me too.,[laughs]
6,13,10,10,jill,hey!,
6,14,4,0,the fan,excuse me.,
6,14,4,2,the fan,are you phoebe buffay?,
6,14,4,4,the fan,"can-can i get your autograph, i’m your biggest fan.",[holds out a napkin and a pen.]
6,14,4,6,the fan,"wow! wow, thanks a lot! i just wanna say, i think you’re really talented.",
6,14,4,9,the fan,"i have no idea what you’re talking about. but i, but i just got phoebe buffay’s autograph!",
6,14,4,11,the fan,oh yeah! i’ve seen all her movies.,
6,14,4,13,the fan,"that was phoebe buffay, the porn star.",
6,14,4,15,the fan,"no-no, it was! she was in sex toy story 2, lawrence of alabia, and i got her autograph! the guys at the comic book store aren’t gonna believe this!",[exits.]
6,14,4,17,gunther,"well, i wouldn’t call her a star, but she’s really good. you should check out inspecther gadget.",
6,14,5,0,jill,hey!,
6,14,5,2,jill,"you’ll never believe what just happened, ross just totally blew me off and he didn’t even tell me why!",
6,14,5,4,jill,"y’know, thanks for trying to cheer me up, but i’m not gonna date some random guy from your work.",
6,14,5,6,jill,it’s probably because not mature enough. or smart enough. maybe he doesn’t like the way i dress—no that can’t be it. it’s really gotta be the smart thing. oh i’m so stupid! i’m just like this incredibly pretty stupid girl!,
6,14,5,8,jill,you asked him too?!,
6,14,5,10,jill,why?!,
6,14,5,12,jill,"i don’t understand, do you want to go out with ross?",
6,14,5,14,jill,"you don’t want him, but you don’t want me to have him?",
6,14,5,16,jill,ugh! i cannot believe you did this too me! you had me doubting how smart i was! you had me doubting my fashion sense!,[gasps]
6,14,5,18,jill,hey! you have no right to tell me what to do.,
6,14,5,20,jill,why are you so jealous of me?,
6,14,5,22,jill,"can’t have?! excuse me, the only thing i can’t have is dairy !",[starts to storm out.]
6,14,5,24,jill,who?!,
6,14,6,31,"buffay, the vampire layer","ah, i thought i’d find you here, nasforatool.",
6,14,6,32,the vampire,"buffay, are you going to plunge your stake into my dark places?",
6,14,6,33,"buffay, the vampire layer","actually, i was kinda hoping it would be the other way around.","[at this point, buffay, the vampire layer and nasforatool start to get it on. of course, since this is network tv, we can only see the reactions of the gang to the film playing off screen.]"
6,14,8,1,jill,"rachel and i had a really big fight, can i come in? i-i mean i know we’re not supposed to see each other anymore and i’m okay with that, it’s just that i don’t know anybody in the city and i really need somebody to talk to about it.",
6,14,8,3,jill,i don’t want to talk about it.,[entering]
6,14,8,5,jill,but you know what might really cheer me up?,
6,14,8,7,jill,seeing some more of your super-cool slides.,
6,14,8,9,jill,"totally, i love them! and, maybe you could finish telling me about all the different kinds of sand.",
6,14,8,11,jill,"oh great! thanks ross, you’re such a good friend!",
6,14,9,0,ursula,who is it?,
6,14,9,2,ursula,hey!,
6,14,9,4,ursula,no i’m not.,[someone calls out from her apartment.]
6,14,9,5,man’s voice,we’re still rolling!,
6,14,9,7,another man’s voice,let’s go phoebe!,
6,14,9,9,ursula,"yeah, can i help you with something?",
6,14,9,10,same man’s voice,"phoebe, come on!",
6,14,9,12,ursula,"y’know, twin stuff is always a real big seller.",
6,14,9,14,ursula,"yeah, i can talk them into giving you like, 30 dollars.",
6,14,10,1,jill,"yeah. ooh, i know what this is missing! alcohol!",
6,14,10,3,jill,oh great!,[goes to get it as the phone rings.]
6,14,10,11,jill,so?,[kisses him passionately.]
6,14,13,0,jill,"all right, i’m leaving! because i’m not going to spend one more day with someone whose out to sabotage my every move. that’s you rachel!",
6,14,13,2,jill,"and you! i throw myself at you and you say no, how gay are you?",[to ross]
6,14,13,4,jill,"okay, see ya!",[happily] [exits.]
6,15,3,2,monica's boyfriend,"here we go, one hazelnut latte.",[returning] [hands it to monica and sits down.]
6,15,3,4,monica's boyfriend,"yeah. y’know, the hazelnut actually not a nut, it’s a seed.",
6,15,3,6,monica's boyfriend,can anyone else name a well known seed that’s been masquerading as a nut?,
6,15,3,12,monica's boyfriend,y’know what honey? i got to get back to the hospital.,
6,15,3,14,monica's boyfriend,okay.,[kisses her]
6,15,3,16,monica's boyfriend,"bye-bye. oh uh, by the way, the answer is, the brazil nut.",[gets up to leave.] [exits.]
6,15,8,1,carol,yeah! and maybe someday we could get a place with two bathrooms.,
6,15,8,3,carol,what do you mean?,
6,15,8,5,ben,dad !!,[entering] [runs and hugs him.]
6,15,8,7,ben,yay!,[runs off.]
6,15,8,9,carol,like what?,
6,15,8,11,carol,i love that idea!,[quickly]
6,15,10,12,guy all the way in the back,"yeah, i heard it.",
6,15,12,0,nurse,you’ve done all you can dr. wesley. you have got to let her go.,
6,15,12,1,dr. wesley,"good-bye and god speed, hope brady.","[he goes to turn off a machine. suddenly, dr. drake remoray appears at the door with two cops!]"
6,15,12,2,dr. drake remoray,not so fast wesley!,[rachel does a silent clap.]
6,15,12,3,dr. wesley,remoray!,[with evil dripping off his tongue]
6,15,12,4,dr. drake remoray,"that’s right wesley! i just stopped by to say that, you’re not a real doctor! and that woman’s brain, is fine!",
6,15,12,6,dr. drake remoray,hope! hope!,
6,15,12,7,hope,drake!,[sleepily]
6,15,12,8,dr. drake remoray,"you’re not dying hope, you’re gonna live a long, healthy life. with me.",
6,15,12,9,hope,oh drake.,[drake and hope kiss.]
6,15,13,1,carol,"ooh, actually i’ve been making a list of all the women i know who might be into doing this!",
6,15,13,3,carol,"yeah. ooh, and i know gail rosten is in there twice, but she is so…",
6,15,13,5,carol,"oh, me too.",
6,15,13,7,carol,"oh umm, y’know i think it would be better if we just save it.",
6,15,16,1,dr. roger,they have parasites?,
6,15,16,3,dr. roger,what people?,
6,15,16,5,dr. roger,"so oysters, huh?",
6,15,16,7,dr. roger,"y’know, it’s funny, but when we were studying communicable diseases…",
6,15,16,9,dr. roger,ohh! didn’t know! okay!,
6,15,16,11,dr. roger,"i’m sorry sweetie, it’s the hospital. the food looks great, maybe save me some?",
6,15,17,1,carol,looks like it.,
6,15,17,3,carol,i got it!,[jumping up to get it]
6,15,17,5,carol,susan! hi!,[opening the door] [who’d you think it was gonna be?]
6,15,17,6,susan,hey!,[they hug.]
6,15,17,7,carol,thank you so much for coming.,
6,15,17,8,susan,"oh, i wouldn’t miss it for the world.","[they start moving towards the bedroom, never taking their eyes off each other. they move past ross and stop.]"
6,15,17,10,susan,hello ross. i love what you’ve done with this space.,[not taking her eyes off carol] [takes off her coat and hands it to him.]
6,15,17,11,carol,thank you so much.,[they disappear into the bedroom leaving ross standing in the living room holding susan’s coat.]
6,15,25,1,barry,you-you-you said you were gonna be away all weekend!,
6,15,26,1,arthur,hey pheebs!,
6,15,26,3,arthur,"call security. pheebs, didn’t you get fired?",[to another coworker] [to phoebe]
6,15,26,5,jack,phoebe?,
6,15,26,7,jack,what are you doing here?,
6,15,26,9,jack,"well, you were fired.",
6,15,26,11,jack,i told that guy who answered your phone.,
6,15,26,13,jack,"uh, phoebe you-you don’t have an office.",
6,15,26,15,jack,"phoebe, listen…",[approaches her]
6,15,26,17,jack,you lost 13 million dollars.,
6,15,26,19,jack,are you all right?,
6,15,26,21,jack,what?!,
6,15,26,23,jack,take it easy.,[sits her down.]
6,15,26,25,woman,hey pheebs! how’s it going?!,
6,15,26,27,woman,"wow! well, welcome back!",
6,17,1,15,gunther,joey!,[approaching with a tray with an order on it]
6,17,1,17,gunther,what did i tell you about talking to your friends while you’re working?,
6,17,1,19,gunther,that guy has been waiting for his coffee for ten minutes! he’s complained about you three times!,"[points] [he hands the coffee cup to joey, assuming that joey will deliver it and walks away.]"
6,17,4,1,receptionist,"we’re actually at the end of one of our research cycles, so we’re not looking for applicants right now.",
6,17,4,3,receptionist,"well, here’s a schedule of what’s coming up.",[hands it to him.]
6,17,4,5,receptionist,"oh that one is available now, but only identical twins are eligible. it’s a twins study.",
6,17,4,7,receptionist,sorry.,
6,17,4,9,receptionist,"we already got the results back on that on, and they’re not good.",[joey beats a hasty retreat.]
6,17,9,12,joey's look-a-like,hey mon! hey chann! just gettin’ a soda!,[he goes to the fridge] [does so.]
6,17,9,14,joey's look-a-like,i’m joey! how are you doin’?!,
6,17,9,23,carl,"hey, uh can i get a little piece of that cake?",[sticking his head back in]
6,17,11,1,carl,another minute maid fiasco.,
6,17,11,3,carl,"well, i’m not gonna talk because…",
6,17,11,5,the doctor,can i have the next one please? joey and tony tribbiani.,[entering] [to the receptionist] [takes the form.] [joey and carl stand up.]
6,17,11,7,the doctor,"but uh, this is a study for identical twins.",[seeing they’re not identical]
6,17,11,9,the doctor,"but, you’re not identical twins.",
6,17,12,7,janice,i love the way you look every night chandler! that’s why i made you this tape! happy birthday! love janice!,[monica breaks the kiss and chandler freezes in terror.]
6,17,13,0,the instructor,"okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.",[the women all clap and start to leave as ross comes up to the instructor. apparently he was hiding in the back.]
6,17,13,2,the instructor,thanks.,
6,17,13,4,the instructor,"well, she would take her keys and try to jam them…",
6,17,13,6,the instructor,who? me the attacker?,
6,17,13,8,the instructor,why?,
6,17,13,10,the instructor,what?!,
6,17,13,12,the instructor,"let me get this straight man, you attacked your ex-wife?!",
6,17,14,7,janice’s voice,"my funny valentine, sweet comic valentine! you make me high over my heart!",[singing] [monica breaks the hug and starts for the bedroom.]
6,17,14,10,janice’s voice,you’re look for laughable…,[singing] [she does the now patented janice laugh.]
6,18,3,0,burt,wow! it looks like you were very generous with your grades this semester!,"[another professor] [ross frantically starts to change some as a female student, elizabeth, approaches.]"
6,18,3,1,elizabeth,professor geller?,
6,18,3,3,elizabeth,i wanted to say how much i enjoyed your class.,
6,18,3,5,elizabeth,"uh, i’m a little embarrassed about calling you a hottie on my evaluation…",
6,18,3,7,elizabeth,yeah. i felt a little weird about it. you’re a teacher. i’m a student. but would you maybe want to go out with me sometime?,
6,18,3,9,elizabeth,"oh, because i was thinking, the semester’s over; you’re not my teacher anymore.",
6,18,3,11,elizabeth,"oh, y’know what? forget it, you already gave me an a.",[checks her grade]
6,18,3,13,elizabeth,i’m kidding!,
6,18,4,2,fireman #1,"yeah, most of the damage is pretty mostly contained in the bedrooms.",
6,18,4,6,fireman #1,excuse me?,
6,18,4,14,fireman #1,"so uh, you’re not gonna be able to live here for a while, you ladies have a place to stay?",
6,18,4,18,fireman #1,"well uh, do either of you smoke?",
6,18,4,20,fireman #1,"no-no-no, do you uh light candles? burn incense?",
6,18,6,1,dana,y’know who i ran into from school? howie.,
6,18,6,3,dana,"apparently howie’s editing now. yeah, he-he-he calls me up and asks me if he can edit my new movie. can you believe that?! y’know i-i-i haven’t spoken to him in like ten years and he asks me for a favor!",
6,18,6,5,dana,"no, no ""how you doing?"" man, i mean not even a cup of coffee first!",
6,18,6,7,dana,yeah!,
6,18,9,0,elizabeth,oh please! it was such a big class! you never even noticed me!,
6,18,9,2,elizabeth,who?,
6,18,9,4,elizabeth,"oh yeah. so umm, did you have a nickname for me?",
6,18,9,6,elizabeth,yes you did! what was it?,
6,18,9,8,elizabeth,ohh that’s so sweet!,
6,18,9,10,burt,dr. geller!,[exiting from a restaurant]
6,18,10,7,fireman #2,"well, we determined the cause of the fire.",
6,18,10,9,fireman #2,"no, there was an appliance left on in the bathroom. it’s looks like a curling iron.",
6,18,10,11,fireman #2,well someone does.,[phoebe looks at rachel.]
6,18,10,13,fireman #2,it could’ve been a hair straightener.,
6,18,13,17,the guys,ohhhh!,[they all look up in a moment of reflection.]
6,18,14,1,dana,"y’know uh, actually i-i-i should get going.",
6,18,14,3,dana,"wow. oh, i am really flattered, but i just i don’t feel that way about you.",
6,18,14,5,dana,"i’m sorry chandler, y’know you are such a sweet guy and i, i don’t want to hurt you. oh, i wish there was something i can do to make you feel better.",
6,18,14,7,dana,of course!,
6,18,14,9,dana,"ohh, i’m sorry.",
6,18,14,11,dana,what?! anything! anything!,
6,18,14,13,dana,absolutely! but you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,
6,18,17,1,elizabeth,"uhh, i can’t.",
6,18,17,3,elizabeth,"no, i have some turning 21 to do.",
6,18,17,5,elizabeth,what are you doing?,
6,18,17,7,elizabeth,do you not want to be seen with me?,
6,18,17,9,elizabeth,"uh no, they’re still here but i think i’m about to leave.",
6,18,17,11,elizabeth,hi!,
6,18,17,12,lydia,aren’t you in my popular culture class?,
6,18,17,14,mel,you are so fired.,
6,18,17,16,burt,they’re gonna fire you! you can’t date a student! it’s against the rules.,
6,18,19,1,elizabeth,for what it’s worth i did appreciate you standing up for me. it felt really nice. it kinda made me like you even more.,
6,18,19,3,elizabeth,wow!,
6,18,19,5,elizabeth,"just hearing you describe it as forbidden, it’s really hot.",
6,18,19,7,elizabeth,yeah.,
6,18,19,9,elizabeth,stop it!,[she starts to get all worked up.]
6,18,19,11,elizabeth,shut the book!,[they frantically start making out.]
6,19,2,17,elizabeth,oh hi!,
6,19,2,19,elizabeth,i’m the student.,
6,19,2,22,elizabeth,"oh, we’re not together.",
6,19,2,25,elizabeth,"well, i really wanted to meet you guys, but i have to run. i’ll see you later?",
6,19,2,27,elizabeth,bye ross.,
6,19,2,29,elizabeth,oops! i did not mean to run into you like that sir.,
6,19,5,0,elizabeth,professor geller?,
6,19,5,2,elizabeth,i was wondering if i could talk to you for a moment?,
6,19,5,4,elizabeth,making out in your office.,
6,19,5,7,elizabeth,what?,
6,19,5,9,elizabeth,"oh! sorry! umm, i actually do need to talk to you.",
6,19,5,11,elizabeth,spring vacation.,
6,19,5,13,elizabeth,"yeah, we have time off and a lot of people are going on trips…",[another professor barges in.]
6,19,5,14,professor feesen,professor geller!,
6,19,7,0,elizabeth,you wanted to see me professor geller?,
6,19,7,3,elizabeth,doorknob?,
6,19,7,5,elizabeth,oh good.,
6,19,7,7,elizabeth,"ross, i think you misunderstood what i was saying. i just wanted to tell you that i’m going to florida for a couple weeks.",
6,19,7,9,elizabeth,you are so adorable.,
6,19,8,17,sebastian,hi.,
6,19,8,19,sebastian,can i get you a cup of coffee?,
6,19,8,30,sebastian,here you go.,"[hands her, her cup.]"
6,19,8,32,sebastian,sure.,
6,19,8,34,sebastian,"uh, no not really. why?",
6,19,8,37,sebastian,excuse me?,
6,19,8,40,sebastian,"look, i just wanted to have coffee with rachel.",
6,19,8,42,sebastian,"actually, i uh, i gotta get going. give me a call sometime.",[to rachel]
6,19,8,44,sebastian,okay! see you later!,[exits.]
6,19,10,1,elizabeth,"yeah! i’ve been working so hard this semester. i really need to go crazy y’know, blow off some steam.",
6,19,10,3,elizabeth,what?,
6,19,10,5,elizabeth,"ross, are you okay?",
6,19,10,7,elizabeth,it’s a bathing suit?,
6,19,10,9,elizabeth,is that supportive?,
6,19,11,12,eldad,how are you?,
6,19,11,19,patrick,hi.,
6,19,11,25,patrick,hi.,
6,19,11,34,eldad,maybe i should go!,
6,19,11,42,patrick,y’know what phoebe? this isn’t really worth the free massage.,
6,19,11,48,eldad,i’m a little embarrassed.,[chandler shushes him.]
6,19,11,52,eldad,"yes, papaya extract.",
6,19,12,1,elizabeth,i will.,
6,19,12,3,elizabeth,yeah.,
6,19,12,5,elizabeth,"oh, don’t worry i have plenty of sun block, it’s spf-30.",
6,19,12,7,elizabeth,"ross, it’s going to be okay. i’m not going down there to hook up with a bunch of guys. i really like you. i like how things are going between us.",
6,19,12,9,elizabeth,yeah! i’m just going down there to relax and hang out with my friends.,
6,19,12,11,elizabeth,oh hey! here they are!,[a group of about 10 guys and no women come running around the corner.]
6,19,12,12,guy,elizabeth!,[the guys pick up elizabeth and carry her onto the plane as she waves bye.]
6,20,5,2,interviewer,uh-huh. is it dirty?,
6,20,5,4,interviewer,"don't, i like it dirty.",
6,20,5,6,interviewer,"so, uh, what are you going to do next?",
6,20,5,8,interviewer,"are they, uh, firm?",
6,20,5,10,interviewer,"you sure they haven't gone bad? you're sure they're not very, very bad?",
6,20,5,12,interviewer,you gonna slice them up real nice?,
6,20,5,14,interviewer,aaaahhhhhhh.,
6,20,6,9,dr. leedbetter,it was a simple mistake. it could happen to anyone.,
6,20,6,11,dr. leedbetter,"now-now calm down. come look in my office, some of it my still be in the trash.",
6,20,6,13,dr. leedbetter,"well, it was quite large. i-i-i-i-i had to throw most of it away.",
6,20,8,33,lorraine,"hi, joey. well well, look what you brought.",[sees chandler.]
6,20,8,35,lorraine,"she's checking the coats. joey, i'm gonna go wash the cab smell off my hands. will you get me a white zinfandel, and a glass of red for janice.",
6,20,8,38,janice,oh.... my.... god.,[the next flashback is from the one with ross's new girlfriend . chandler is telling ross and joey that joey's tailor took advantage of him.]
6,21,3,0,the producer,"so uh, here’s your office set!",[walking into mac’s office]
6,21,3,2,the producer,let’s get you into wardrobe for a fitting.,[checking his watch]
6,21,3,4,the producer,"i’m sorry, why don’t we do that right now? he’s right here.",[points to a guy.]
6,21,3,6,the producer,"joey tribbiani, this is…",
6,21,3,8,the producer,"this is wayne, the man who created and operates c.h.e.e.s.e.",
6,21,3,10,the producer,"i’ll let you two guys get acquainted, huh?",[walks away.]
6,21,3,12,wayne,c.h.e.e.s.e. is right here.,"[he puts on his headset, picks up the controller, and wheels c.h.e.e.s.e. in. c.h.e.e.s.e. is just a plain old robot on tracks; he kinda looks like no. 5 in the movie short circuit .]"
6,21,3,13,c.h.e.e.s.e.,nice to meet you mac!,[wayne with a computerized voice]
6,21,3,15,wayne,no. why?,
6,21,3,17,wayne,"i spent two years developing this machine, it’s absolutely state of the art.",
6,21,3,19,wayne,it can do this.,[he moves c.h.e.e.s.e.’s arm close to joey’s special area and he jumps back.]
6,21,4,0,elizabeth,"this is my father, paul stevens. dad, this is ross geller.",
6,21,4,2,paul,i usually prefer elizabeth’s boyfriends to address me as mr. stevens.,
6,21,4,4,paul,"so ross, what your problem?",
6,21,4,6,paul,why can’t you get a girlfriend your own age?,
6,21,4,8,paul,i don’t like you going out with my daughter ross.,
6,21,4,10,paul,okay.,
6,21,4,12,paul,okay. i’ll give you one chance to change my mind. you got one minute.,[ross laughs in relief] [ross suddenly gets worried.]
6,21,4,13,elizabeth,daddy!,
6,21,4,14,paul,fine! two minutes. go.,
6,21,4,16,paul,1 minute 50 seconds.,[laughs then checking his watch]
